"Municipio";"Populacao_residente"
"311740 CONCEICAO DE IPANEMA";4503
"311750 CONCEICAO DO MATO DENTRO";24254
"311760 CONCEICAO DO PARA";5567
"311770 CONCEICAO DO RIO VERDE";12780
"311780 CONCEICAO DOS OUROS";11183
"311783 CONEGO MARINHO";7420
"311787 CONFINS";7676
"311790 CONGONHAL";11403
"311800 CONGONHAS";54986
"311810 CONGONHAS DO NORTE";4927
"311820 CONQUISTA";6864
"311830 CONSELHEIRO LAFAIETE";137980
"311840 CONSELHEIRO PENA";21113
"311850 CONSOLACAO";1578
"311860 CONTAGEM";649975
"311870 COQUEIRAL";9197
"311880 CORACAO DE JESUS";26151
"311890 CORDISBURGO";7592
"311900 CORDISLANDIA";3247
"311910 CORINTO";23996
"311920 COROACI";11200
"311930 COROMANDEL";30013
"311940 CORONEL FABRICIANO";108551
"311950 CORONEL MURTA";8283
"311960 CORONEL PACHECO";2799
"311970 CORONEL XAVIER CHAVES";3586
"311980 CORREGO DANTA";2978
"311990 CORREGO DO BOM JESUS";4429
"311995 CORREGO FUNDO";6310
"312000 CORREGO NOVO";2912
"312010 COUTO DE MAGALHAES DE MINAS";4346
"312015 CRISOLITA";5296
"312020 CRISTAIS";12576
"312030 CRISTALIA";5165
"312040 CRISTIANO OTONI";4735
"312050 CRISTINA";10627
"312060 CRUCILANDIA";5633
"312070 CRUZEIRO DA FORTALEZA";3610
"312080 CRUZILIA";15779
"312083 CUPARAQUE";3994
"312087 CURRAL DE DENTRO";7630
"312090 CURVELO";83862
"312100 DATAS";5618
"312110 DELFIM MOREIRA";8130
"312120 DELFINOPOLIS";8760
"312125 DELTA";11003
"312130 DESCOBERTO";5058
"312140 DESTERRO DE ENTRE RIOS";7900
"312150 DESTERRO DO MELO";3059
"312160 DIAMANTINA";49353
"312170 DIOGO DE VASCONCELOS";3596
"312180 DIONISIO";6789
"312190 DIVINESIA";4426
"312200 DIVINO";21329
"312210 DIVINO DAS LARANJEIRAS";4186
"312220 DIVINOLANDIA DE MINAS";6607
"312230 DIVINOPOLIS";242328
"312235 DIVISA ALEGRE";6513
"312240 DIVISA NOVA";5993
"312245 DIVISOPOLIS";10585
"312247 DOM BOSCO";3767
"312250 DOM CAVATI";4981
"312260 DOM JOAQUIM";5051
"312270 DOM SILVERIO";5350
"312280 DOM VICOSO";3176
"312290 DONA EUSEBIA";6241
"312300 DORES DE CAMPOS";10313
"312310 DORES DE GUANHAES";5121
"312320 DORES DO INDAIA";12786
"312330 DORES DO TURVO";5159
"312340 DORESOPOLIS";1496
"312350 DOURADOQUARA";1869
"312352 DURANDE";8038
"312360 ELOI MENDES";27343
"312370 ENGENHEIRO CALDAS";14308
"312380 ENGENHEIRO NAVARRO";6411
"312385 ENTRE FOLHAS";5293
"312390 ENTRE RIOS DE MINAS";15120
"312400 ERVALIA";20951
"312410 ESMERALDAS";91573
"312420 ESPERA FELIZ";24761
"312430 ESPINOSA";31385
"312440 ESPIRITO SANTO DO DOURADO";7007
"312450 ESTIVA";11836
"312460 ESTRELA DALVA";2204
"312470 ESTRELA DO INDAIA";2750
"312480 ESTRELA DO SUL";6926
"312490 EUGENOPOLIS";11075
"312500 EWBANK DA CAMARA";3977
"312510 EXTREMA";57913
"312520 FAMA";2662
"312530 FARIA LEMOS";3239
"312540 FELICIO DOS SANTOS";5248
"312550 SAO GONCALO DO RIO PRETO";3098
"312560 FELISBURGO";6592
"312570 FELIXLANDIA";14279
"312580 FERNANDES TOURINHO";2825
"312590 FERROS";9666
"312595 FERVEDOURO";10693
"312600 FLORESTAL";8386
"312610 FORMIGA";70668
"312620 FORMOSO";8103
"312630 FORTALEZA DE MINAS";3485
"312640 FORTUNA DE MINAS";3207
"312650 FRANCISCO BADARO";7208
"312660 FRANCISCO DUMONT";4564
"312670 FRANCISCO SA";23819
"312675 FRANCISCOPOLIS";5062
"312680 FREI GASPAR";5741
"312690 FREI INOCENCIO";8334
"312695 FREI LAGONEGRO";3475
"312700 FRONTEIRA";14909
"312705 FRONTEIRA DOS VALES";4405
"312707 FRUTA DE LEITE";4607
"312710 FRUTAL";60942
"312720 FUNILANDIA";4886
"312730 GALILEIA";6281
"312733 GAMELEIRAS";4863
"312735 GLAUCILANDIA";2991
"312737 GOIABEIRA";2869
"312738 GOIANA";4190
"312740 GONCALVES";4891
"312750 GONZAGA";5271
"312760 GOUVEIA";11549
"312770 GOVERNADOR VALADARES";266649
"312780 GRAO MOGOL";14091
"312790 GRUPIARA";1426
"312800 GUANHAES";33434
"312810 GUAPE";14073
"312820 GUARACIABA";9921
"312825 GUARACIAMA";5203
"312830 GUARANESIA";19611
"312840 GUARANI";7780
"312850 GUARARA";3132
"312860 GUARDA-MOR";6684
"312870 GUAXUPE";52621
"312880 GUIDOVAL";7284
"312890 GUIMARANIA";8808
"312900 GUIRICEMA";7850
"312910 GURINHATA";5203
"312920 HELIODORA";6274
"312930 IAPU";12486
"312940 IBERTIOGA";5334
"312950 IBIA";22596
"312960 IBIAI";6254
"312965 IBIRACATU";5139
"312970 IBIRACI";11057
"312980 IBIRITE";178713
"312990 IBITIURA DE MINAS";3439
"313000 IBITURUNA";2740
"313005 ICARAI DE MINAS";10912
"313010 IGARAPE";48475
"313020 IGARATINGA";11252
"313030 IGUATAMA";6845
"313040 IJACI";7291
"313050 ILICINEA";13171
"313055 IMBE DE MINAS";7208
"313060 INCONFIDENTES";7510
"313065 INDAIABIRA";6379
"313070 INDIANOPOLIS";6309
"313080 INGAI";2633
"313090 INHAPIM";23000
"313100 INHAUMA";6435
"313110 INIMUTABA";7587
"313115 IPABA";17554
"313120 IPANEMA";20095
"313130 IPATINGA";235445
"313140 IPIACU";3823
"313150 IPUIUNA";9299
"313160 IRAI DE MINAS";7423
"313170 ITABIRA";117747
"313180 ITABIRINHA";10560
"313190 ITABIRITO";55877
"313200 ITACAMBIRA";4265
"313210 ITACARAMBI";17521
"313220 ITAGUARA";14325
"313230 ITAIPE";10549
"313240 ITAJUBA";96632
"313250 ITAMARANDIBA";34137
"313260 ITAMARATI DE MINAS";3730
"313270 ITAMBACURI";21296
"313280 ITAMBE DO MATO DENTRO";2175
"313290 ITAMOGI";11062
"313300 ITAMONTE";15193
"313310 ITANHANDU";15684
"313320 ITANHOMI";11298
"313330 ITAOBIM";19354
"313340 ITAPAGIPE";14004
"313350 ITAPECERICA";21462
"313360 ITAPEVA";13332
"313370 ITATIAIUCU";13603
"313375 ITAU DE MINAS";14655
"313380 ITAUNA";102500
"313390 ITAVERAVA";5752
"313400 ITINGA";13982
"313410 ITUETA";6218
"313420 ITUIUTABA";106397
"313430 ITUMIRIM";6845
"313440 ITURAMA";40011
"313450 ITUTINGA";4347
"313460 JABOTICATUBAS";21214
"313470 JACINTO";11169
"313480 JACUI";7663
"313490 JACUTINGA";26705
"313500 JAGUARACU";3173
"313505 JAIBA";39379
"313507 JAMPRUCA";4306
"313510 JANAUBA";73281
"313520 JANUARIA";67087
"313530 JAPARAIBA";4672
"313535 JAPONVAR";8357
"313540 JECEABA";6428
"313545 JENIPAPO DE MINAS";6124
"313550 JEQUERI";12652
"313560 JEQUITAI";6460
"313570 JEQUITIBA";6098
"313580 JEQUITINHONHA";24509
"313590 JESUANIA";5296
"313600 JOAIMA";14084
"313610 JOANESIA";4304
"313620 JOAO MONLEVADE";83360
"313630 JOAO PINHEIRO";48532
"313640 JOAQUIM FELICIO";3891
"313650 JORDANIA";10536
"313652 JOSE GONCALVES DE MINAS";3993
"313655 JOSE RAYDAN";4352
"313657 JOSENOPOLIS";3607
"313660 NOVA UNIAO";6083
"313665 JUATUBA";32726
"313670 JUIZ DE FORA";565764
"313680 JURAMENTO";3815
"313690 JURUAIA";11543
"313695 JUVENILIA";5929
"313700 LADAINHA";14399
"313710 LAGAMAR";6672
"313720 LAGOA DA PRATA";53583
"313730 LAGOA DOS PATOS";3285
"313740 LAGOA DOURADA";13116
"313750 LAGOA FORMOSA";19507
"313753 LAGOA GRANDE";9210
"313760 LAGOA SANTA";79981
"313770 LAJINHA";21422
"313780 LAMBARI";20950
"313790 LAMIM";3226
"313800 LARANJAL";6042
"313810 LASSANCE";7358
"313820 LAVRAS";109884
"313830 LEANDRO FERREIRA";3270
"313835 LEME DO PRADO";4387
"313840 LEOPOLDINA";52696
"313850 LIBERDADE";4775
"313860 LIMA DUARTE";17712
"313862 LIMEIRA DO OESTE";9087
"313865 LONTRA";8968
"313867 LUISBURGO";7195
"313868 LUISLANDIA";6329
"313870 LUMINARIAS";5731
"313880 LUZ";18304
"313890 MACHACALIS";6579
"313900 MACHADO";38831
"313910 MADRE DE DEUS DE MINAS";5341
"313920 MALACACHETA";17751
"313925 MAMONAS";6096
"313930 MANGA";19188
"313940 MANHUACU";96545
"313950 MANHUMIRIM";20970
"313960 MANTENA";27358
"313970 MARAVILHAS";7518
"313980 MAR DE ESPANHA";13119
"313990 MARIA DA FE";14557
"314000 MARIANA";64058
"314010 MARILAC";4320
"314015 MARIO CAMPOS";16546
"314020 MARIPA DE MINAS";3532
"314030 MARLIERIA";4761
"314040 MARMELOPOLIS";3299
"314050 MARTINHO CAMPOS";14461
"314053 MARTINS SOARES";8725
"314055 MATA VERDE";9458
"314060 MATERLANDIA";3982
"314070 MATEUS LEME";40239
"314080 MATIAS BARBOSA";14501
"314085 MATIAS CARDOSO";8975
"314090 MATIPO";19054
"314100 MATO VERDE";12238
"314110 MATOZINHOS";39291
"314120 MATUTINA";3907
"314130 MEDEIROS";4040
"314140 MEDINA";20492
"314150 MENDES PIMENTEL";5651
"314160 MERCES";10609
"314170 MESQUITA";5038
"314180 MINAS NOVAS";24191
"314190 MINDURI";3815
"314200 MIRABELA";14029
"314210 MIRADOURO";9026
"314220 MIRAI";13922
"314225 MIRAVANIA";4011
"314230 MOEDA";5291
"314240 MOEMA";7778
"314250 MONJOLOS";2196
"314260 MONSENHOR PAULO";8550
"314270 MONTALVANIA";14160
"314280 MONTE ALEGRE DE MINAS";20666
"314290 MONTE AZUL";20577
"314300 MONTE BELO";13340
"314310 MONTE CARMELO";49354
"314315 MONTE FORMOSO";4449
"314320 MONTE SANTO DE MINAS";21301
"314330 MONTES CLAROS";434321
"314340 MONTE SIAO";24933
"314345 MONTEZUMA";6979
"314350 MORADA NOVA DE MINAS";9364
"314360 MORRO DA GARCA";2438
"314370 MORRO DO PILAR";3174
"314380 MUNHOZ";7857
"314390 MURIAE";108161
"314400 MUTUM";28670
"314410 MUZAMBINHO";22527
"314420 NACIP RAYDAN";2437
"314430 NANUQUE";35554
"314435 NAQUE";6442
"314437 NATALANDIA";3626
"314440 NATERCIA";4800
"314450 NAZARENO";8390
"314460 NEPOMUCENO";25774
"314465 NINHEIRA";10915
"314467 NOVA BELEM";3156
"314470 NOVA ERA";17807
"314480 NOVA LIMA";119142
"314490 NOVA MODICA";3731
"314500 NOVA PONTE";15113
"314505 NOVA PORTEIRINHA";6780
"314510 NOVA RESENDE";16854
"314520 NOVA SERRANA";112910
"314530 NOVO CRUZEIRO";27453
"314535 NOVO ORIENTE DE MINAS";10501
"314537 NOVORIZONTE";4630
"314540 OLARIA";1986
"314545 OLHOS-D'AGUA";5520
"314550 OLIMPIO NORONHA";2616
"314560 OLIVEIRA";40552
"314570 OLIVEIRA FORTES";2062
"314580 ONCA DE PITANGUI";3027
"314585 ORATORIOS";5076
"314587 ORIZANIA";8759
"314590 OURO BRANCO";40411
"314600 OURO FINO";33227
"314610 OURO PRETO";77601
"314620 OURO VERDE DE MINAS";5858
"314625 PADRE CARVALHO";5085
"314630 PADRE PARAISO";17537
"314640 PAINEIRAS";4273
"314650 PAINS";8341
"314655 PAI PEDRO";5634
"314660 PAIVA";1498
"314670 PALMA";5742
"314675 PALMOPOLIS";6373
"314690 PAPAGAIOS";14207
"314700 PARACATU";98397
"314710 PARA DE MINAS";102033
"314720 PARAGUACU";22357
"314730 PARAISOPOLIS";21005
"314740 PARAOPEBA";24800
"314750 PASSABEM";1617
"314760 PASSA QUATRO";15842
"314770 PASSA TEMPO";8696
"314780 PASSA-VINTE";2301
"314790 PASSOS";116530
"314795 PATIS";4863
"314800 PATOS DE MINAS";167870
"314810 PATROCINIO";93852
"314820 PATROCINIO DO MURIAE";5735
"314830 PAULA CANDIDO";8786
"314840 PAULISTAS";4429
"314850 PAVAO";8168
"314860 PECANHA";17843
"314870 PEDRA AZUL";24999
"314875 PEDRA BONITA";7559
"314880 PEDRA DO ANTA";3371
"314890 PEDRA DO INDAIA";4232
"314900 PEDRA DOURADA";2883
"314910 PEDRALVA";10924
"314915 PEDRAS DE MARIA DA CRUZ";10619
"314920 PEDRINOPOLIS";3404
"314930 PEDRO LEOPOLDO";64910
"314940 PEDRO TEIXEIRA";1854
"314950 PEQUERI";3448
"314960 PEQUI";4258
"314970 PERDIGAO";12925
"314980 PERDIZES";17830
"314990 PERDOES";21991
"314995 PERIQUITO";6647
"315000 PESCADOR";3587
"315010 PIAU";2854
"315015 PIEDADE DE CARATINGA";8883
"315020 PIEDADE DE PONTE NOVA";4056
"315030 PIEDADE DO RIO GRANDE";4697
"315040 PIEDADE DOS GERAIS";5175
"315050 PIMENTA";8794
"315053 PINGO-D'AGUA";4845
"315057 PINTOPOLIS";7231
"315060 PIRACEMA";6884
"315070 PIRAJUBA";5762
"315080 PIRANGA";17360
"315090 PIRANGUCU";6271
"315100 PIRANGUINHO";9451
"315110 PIRAPETINGA";11408
"315120 PIRAPORA";57543
"315130 PIRAUBA";11958
"315140 PITANGUI";27734
"315150 PIUMHI";37742
"315160 PLANURA";11484
"315170 POCO FUNDO";16791
"315180 POCOS DE CALDAS";171533
"315190 POCRANE";8468
"315200 POMPEU";32305
"315210 PONTE NOVA";59569
"315213 PONTO CHIQUE";3807
"315217 PONTO DOS VOLANTES";11077
"315220 PORTEIRINHA";38668
"315230 PORTO FIRME";10825
"315240 POTE";13751
"315250 POUSO ALEGRE";160751
"315260 POUSO ALTO";6755
"315270 PRADOS";9327
"315280 PRATA";29578
"315290 PRATAPOLIS";8551
"315300 PRATINHA";3673
"315310 PRESIDENTE BERNARDES";4883
"315320 PRESIDENTE JUSCELINO";3493
"315330 PRESIDENTE KUBITSCHEK";3154
"315340 PRESIDENTE OLEGARIO";19177
"315350 ALTO JEQUITIBA";8596
"315360 PRUDENTE DE MORAIS";11940
"315370 QUARTEL GERAL";3237
"315380 QUELUZITO";1800
"315390 RAPOSOS";16735
"315400 RAUL SOARES";23882
"315410 RECREIO";11337
"315415 REDUTO";8170
"315420 RESENDE COSTA";11520
"315430 RESPLENDOR";17612
"315440 RESSAQUINHA";4641
"315445 RIACHINHO";6890
"315450 RIACHO DOS MACHADOS";8886
"315460 RIBEIRAO DAS NEVES";344828
"315470 RIBEIRAO VERMELHO";4201
"315480 RIO ACIMA";10626
"315490 RIO CASCA";12921
"315500 RIO DOCE";2542
"315510 RIO DO PRADO";4679
"315520 RIO ESPERA";5479
"315530 RIO MANSO";5727
"315540 RIO NOVO";8689
"315550 RIO PARANAIBA";15143
"315560 RIO PARDO DE MINAS";29123
"315570 RIO PIRACICABA";15001
"315580 RIO POMBA";17856
"315590 RIO PRETO";5240
"315600 RIO VERMELHO";12815
"315610 RITAPOLIS";5115
"315620 ROCHEDO DE MINAS";2363
"315630 RODEIRO";9064
"315640 ROMARIA";3440
"315645 ROSARIO DA LIMEIRA";4896
"315650 RUBELITA";5572
"315660 RUBIM";10575
"315670 SABARA";134286
"315680 SABINOPOLIS";14382
"315690 SACRAMENTO";27891
"315700 SALINAS";41641
"315710 SALTO DA DIVISA";6164
"315720 SANTA BARBARA";31756
"315725 SANTA BARBARA DO LESTE";8737
"315727 SANTA BARBARA DO MONTE VERDE";3199
"315730 SANTA BARBARA DO TUGURIO";4262
"315733 SANTA CRUZ DE MINAS";8321
"315737 SANTA CRUZ DE SALINAS";3944
"315740 SANTA CRUZ DO ESCALVADO";4743
"315750 SANTA EFIGENIA DE MINAS";4067
"315760 SANTA FE DE MINAS";3551
"315765 SANTA HELENA DE MINAS";6059
"315770 SANTA JULIANA";16568
"315780 SANTA LUZIA";229483
"315790 SANTA MARGARIDA";16903
"315800 SANTA MARIA DE ITABIRA";10716
"315810 SANTA MARIA DO SALTO";4803
"315820 SANTA MARIA DO SUACUI";12898
"315830 SANTANA DA VARGEM";6781
"315840 SANTANA DE CATAGUASES";3553
"315850 SANTANA DE PIRAPAMA";7079
"315860 SANTANA DO DESERTO";3819
"315870 SANTANA DO GARAMBEU";2175
"315880 SANTANA DO JACARE";4265
"315890 SANTANA DO MANHUACU";9236
"315895 SANTANA DO PARAISO";48286
"315900 SANTANA DO RIACHO";5579
"315910 SANTANA DOS MONTES";3507
"315920 SANTA RITA DE CALDAS";8588
"315930 SANTA RITA DE JACUTINGA";4836
"315935 SANTA RITA DE MINAS";6952
"315940 SANTA RITA DE IBITIPOCA";3344
"315950 SANTA RITA DO ITUETO";5973
"315960 SANTA RITA DO SAPUCAI";42320
"315970 SANTA ROSA DA SERRA";3476
"315980 SANTA VITORIA";21745
"315990 SANTO ANTONIO DO AMPARO";17651
"316000 SANTO ANTONIO DO AVENTUREIRO";3881
"316010 SANTO ANTONIO DO GRAMA";4342
"316020 SANTO ANTONIO DO ITAMBE";3979
"316030 SANTO ANTONIO DO JACINTO";10397
"316040 SANTO ANTONIO DO MONTE";28358
"316045 SANTO ANTONIO DO RETIRO";6743
"316050 SANTO ANTONIO DO RIO ABAIXO";1853
"316060 SANTO HIPOLITO";2720
"316070 SANTOS DUMONT";43392
"316080 SAO BENTO ABADE";4835
"316090 SAO BRAS DO SUACUI";4133
"316095 SAO DOMINGOS DAS DORES";5778
"316100 SAO DOMINGOS DO PRATA";17771
"316105 SAO FELIX DE MINAS";3252
"316110 SAO FRANCISCO";54239
"316120 SAO FRANCISCO DE PAULA";6293
"316130 SAO FRANCISCO DE SALES";5857
"316140 SAO FRANCISCO DO GLORIA";4866
"316150 SAO GERALDO";10517
"316160 SAO GERALDO DA PIEDADE";3258
"316165 SAO GERALDO DO BAIXIO";3175
"316170 SAO GONCALO DO ABAETE";7521
"316180 SAO GONCALO DO PARA";12192
"316190 SAO GONCALO DO RIO ABAIXO";12353
"316200 SAO GONCALO DO SAPUCAI";24480
"316210 SAO GOTARDO";43309
"316220 SAO JOAO BATISTA DO GLORIA";7912
"316225 SAO JOAO DA LAGOA";4950
"316230 SAO JOAO DA MATA";3000
"316240 SAO JOAO DA PONTE";24269
"316245 SAO JOAO DAS MISSOES";13467
"316250 SAO JOAO DEL REI";94062
"316255 SAO JOAO DO MANHUACU";11614
"316257 SAO JOAO DO MANTENINHA";5468
"316260 SAO JOAO DO ORIENTE";7139
"316265 SAO JOAO DO PACUI";4052
"316270 SAO JOAO DO PARAISO";24604
"316280 SAO JOAO EVANGELISTA";15617
"316290 SAO JOAO NEPOMUCENO";26478
"316292 SAO JOAQUIM DE BICAS";36496
"316294 SAO JOSE DA BARRA";8084
"316295 SAO JOSE DA LAPA";27710
"316300 SAO JOSE DA SAFIRA";3861
"316310 SAO JOSE DA VARGINHA";4677
"316320 SAO JOSE DO ALEGRE";4242
"316330 SAO JOSE DO DIVINO";3501
"316340 SAO JOSE DO GOIABAL";5492
"316350 SAO JOSE DO JACURI";6298
"316360 SAO JOSE DO MANTIMENTO";2834
"316370 SAO LOURENCO";46653
"316380 SAO MIGUEL DO ANTA";6430
"316390 SAO PEDRO DA UNIAO";4979
"316400 SAO PEDRO DOS FERROS";7194
"316410 SAO PEDRO DO SUACUI";5166
"316420 SAO ROMAO";10553
"316430 SAO ROQUE DE MINAS";7341
"316440 SAO SEBASTIAO DA BELA VISTA";6694
"316443 SAO SEBASTIAO DA VARGEM ALEGRE";3219
"316447 SAO SEBASTIAO DO ANTA";6386
"316450 SAO SEBASTIAO DO MARANHAO";10244
"316460 SAO SEBASTIAO DO OESTE";9355
"316470 SAO SEBASTIAO DO PARAISO";74742
"316480 SAO SEBASTIAO DO RIO PRETO";1248
"316490 SAO SEBASTIAO DO RIO VERDE";2373
"316500 SAO TIAGO";11517
"316510 SAO TOMAS DE AQUINO";6853
"316520 SAO THOME DAS LETRAS";7089
"316530 SAO VICENTE DE MINAS";6935
"316540 SAPUCAI-MIRIM";6462
"316550 SARDOA";5164
"316553 SARZEDO";39327
"316555 SETUBINHA";10032
"316556 SEM-PEIXE";2441
"316557 SENADOR AMARAL";6458
"316560 SENADOR CORTES";2319
"316570 SENADOR FIRMINO";7945
"316580 SENADOR JOSE BENTO";2137
"316590 SENADOR MODESTINO GONCALVES";4035
"316600 SENHORA DE OLIVEIRA";5584
"316610 SENHORA DO PORTO";3088
"316620 SENHORA DOS REMEDIOS";10640
"316630 SERICITA";7536
"316640 SERITINGA";1864
"316650 SERRA AZUL DE MINAS";3829
"316660 SERRA DA SAUDADE";854
"316670 SERRA DOS AIMORES";6936
"316680 SERRA DO SALITRE";12210
"316690 SERRANIA";7802
"316695 SERRANOPOLIS DE MINAS";4496
"316700 SERRANOS";2035
"316710 SERRO";22550
"316720 SETE LAGOAS";237931
"316730 SILVEIRANIA";2391
"316740 SILVIANOPOLIS";6336
"316750 SIMAO PEREIRA";3060
"316760 SIMONESIA";20339
"316770 SOBRALIA";5175
"316780 SOLEDADE DE MINAS";5733
"316790 TABULEIRO";4098
"316800 TAIOBEIRAS";34392
"316805 TAPARUBA";3492
"316810 TAPIRA";4212
"316820 TAPIRAI";1707
"316830 TAQUARACU DE MINAS";4368
"316840 TARUMIRIM";15072
"316850 TEIXEIRAS";12634
"316860 TEOFILO OTONI";142571
"316870 TIMOTEO";84087
"316880 TIRADENTES";8008
"316890 TIROS";8172
"316900 TOCANTINS";16574
"316905 TOCOS DO MOJI";3899
"316910 TOLEDO";7541
"316920 TOMBOS";8699
"316930 TRES CORACOES";78079
"316935 TRES MARIAS";29927
"316940 TRES PONTAS";57086
"316950 TUMIRITINGA";5973
"316960 TUPACIGUARA";26482
"316970 TURMALINA";20650
"316980 TURVOLANDIA";5078
"316990 UBA";107222
"317000 UBAI";11977
"317005 UBAPORANGA";13423
"317010 UBERABA";354142
"317020 UBERLANDIA";754954
"317030 UMBURATIBA";2742
"317040 UNAI";90724
"317043 UNIAO DE MINAS";3848
"317047 URUANA DE MINAS";3360
"317050 URUCANIA";10875
"317052 URUCUIA";18291
"317057 VARGEM ALEGRE";5834
"317060 VARGEM BONITA";2206
"317065 VARGEM GRANDE DO RIO PARDO";4727
"317070 VARGINHA";142802
"317075 VARJAO DE MINAS";7243
"317080 VARZEA DA PALMA";34639
"317090 VARZELANDIA";19214
"317100 VAZANTE";20433
"317103 VERDELANDIA";7770
"317107 VEREDINHA";5257
"317110 VERISSIMO";3480
"317115 VERMELHO NOVO";5034
"317120 VESPASIANO";136826
"317130 VICOSA";79221
"317140 VIEIRAS";3780
"317150 MATHIAS LOBATO";3069
"317160 VIRGEM DA LAPA";11867
"317170 VIRGINIA";9142
"317180 VIRGINOPOLIS";10519
"317190 VIRGOLANDIA";4530
"317200 VISCONDE DO RIO BRANCO";40608
"317210 VOLTA GRANDE";4473
"317220 WENCESLAU BRAZ";2387
"320010 AFONSO CLAUDIO";32446
"320013 AGUIA BRANCA";10124
"320016 AGUA DOCE DO NORTE";12559
"320020 ALEGRE";30744
"320030 ALFREDO CHAVES";14373
"320035 ALTO RIO NOVO";7747
"320040 ANCHIETA";32584
"320050 APIACA";7474
"320060 ARACRUZ";102410
"320070 ATILIO VIVACQUA";11013
"320080 BAIXO GUANDU";32694
"320090 BARRA DE SAO FRANCISCO";45250
"320100 BOA ESPERANCA";14079
"320110 BOM JESUS DO NORTE";10764
"320115 BREJETUBA";13642
"320120 CACHOEIRO DE ITAPEMIRIM";198323
"320130 CARIACICA";375485
"320140 CASTELO";39396
"320150 COLATINA";128622
"320160 CONCEICAO DA BARRA";28953
"320170 CONCEICAO DO CASTELO";12448
"320180 DIVINO DE SAO LOURENCO";5359
"320190 DOMINGOS MARTINS";37972
"320200 DORES DO RIO PRETO";6885
"320210 ECOPORANGA";22670
"320220 FUNDAO";18824
"320225 GOVERNADOR LINDENBERG";11467
"320230 GUACUI";31290
"320240 GUARAPARI";134944
"320245 IBATIBA";27308
"320250 IBIRACU";12261
"320255 IBITIRAMA";9973
"320260 ICONHA";12793
"320265 IRUPI";14513
"320270 ITAGUACU";14065
"320280 ITAPEMIRIM";43362
"320290 ITARANA";10984
"320300 IUNA";30444
"320305 JAGUARE";31232
"320310 JERONIMO MONTEIRO";12079
"320313 JOAO NEIVA";14391
"320316 LARANJA DA TERRA";11572
"320320 LINHARES";181912
"320330 MANTENOPOLIS";13173
"320332 MARATAIZES";45418
"320334 MARECHAL FLORIANO";18743
"320335 MARILANDIA";13014
"320340 MIMOSO DO SUL";25179
"320350 MONTANHA";19752
"320360 MUCURICI";5660
"320370 MUNIZ FREIRE";18811
"320380 MUQUI";14213
"320390 NOVA VENECIA";52084
"320400 PANCAS";19270
"320405 PEDRO CANARIO";22048
"320410 PINHEIROS";24825
"320420 PIUMA";23682
"320425 PONTO BELO";6696
"320430 PRESIDENTE KENNEDY";14647
"320435 RIO BANANAL";20229
"320440 RIO NOVO DO SUL";11479
"320450 SANTA LEOPOLDINA";13747
"320455 SANTA MARIA DE JETIBA";45062
"320460 SANTA TERESA";23796
"320465 SAO DOMINGOS DO NORTE";9008
"320470 SAO GABRIEL DA PALHA";34210
"320480 SAO JOSE DO CALCADO";11373
"320490 SAO MATEUS";133359
"320495 SAO ROQUE DO CANAA";11271
"320500 SERRA";572274
"320501 SOORETAMA";28453
"320503 VARGEM ALTA";20353
"320506 VENDA NOVA DO IMIGRANTE";25168
"320510 VIANA";78442
"320515 VILA PAVAO";9298
"320517 VILA VALERIO";14263
"320520 VILA VELHA";502899
"320530 VITORIA";342800
"330010 ANGRA DOS REIS";179120
"330015 APERIBE";11420
"330020 ARARUAMA";137773
"330022 AREAL";12236
"330023 ARMACAO DOS BUZIOS";42442
"330025 ARRAIAL DO CABO";32794
"330030 BARRA DO PIRAI";98501
"330040 BARRA MANSA";181688
"330045 BELFORD ROXO";518263
"330050 BOM JARDIM";29736
"330060 BOM JESUS DO ITABAPOANA";37172
"330070 CABO FRIO";238166
"330080 CACHOEIRAS DE MACACU";59837
"330090 CAMBUCI";15070
"330093 CARAPEBUS";14325
"330095 COMENDADOR LEVY GASPARIAN";9044
"330100 CAMPOS DOS GOYTACAZES";519011
"330110 CANTAGALO";19996
"330115 CARDOSO MOREIRA";13403
"330120 CARMO";17740
"330130 CASIMIRO DE ABREU";48563
"330140 CONCEICAO DE MACABU";21769
"330150 CORDEIRO";21444
"330160 DUAS BARRAS";11354
"330170 DUQUE DE CAXIAS";866347
"330180 ENGENHEIRO PAULO DE FRONTIN";12648
"330185 GUAPIMIRIM";54300
"330187 IGUABA GRANDE";29577
"330190 ITABORAI";240040
"330200 ITAGUAI";123980
"330205 ITALVA";14517
"330210 ITAOCARA";23643
"330220 ITAPERUNA";107246
"330225 ITATIAIA";32694
"330227 JAPERI";102149
"330230 LAJE DO MURIAE";7584
"330240 MACAE";264138
"330245 MACUCO";5601
"330250 MAGE";244092
"330260 MANGARATIBA";43624
"330270 MARICA";211986
"330280 MENDES";18049
"330285 MESQUITA";178803
"330290 MIGUEL PEREIRA";28123
"330300 MIRACEMA";28411
"330310 NATIVIDADE";15550
"330320 NILOPOLIS";155544
"330330 NITEROI";516720
"330340 NOVA FRIBURGO";203328
"330350 NOVA IGUACU";843046
"330360 PARACAMBI";43656
"330370 PARAIBA DO SUL";44467
"330380 PARATY";47614
"330385 PATY DO ALFERES";31345
"330390 PETROPOLIS";294983
"330395 PINHEIRAL";25085
"330400 PIRAI";29054
"330410 PORCIUNCULA";17832
"330411 PORTO REAL";21064
"330412 QUATIS";14158
